Date_of_report;Date_of_statistic_reported;Security_region_code;Security_region;Total_cases_reported;Total_deceased_reported
2021-01-05 10:00:00;2020-10-21;VR07;Gelderland-Midden;19;1
2021-01-05 10:00:00;2020-10-22;VR07;Gelderland-Midden;31;3
2021-01-05 10:00:00;2020-10-23;VR07;Gelderland-Midden;28;0
2021-01-05 10:00:00;2020-10-24;VR07;Gelderland-Midden;32;0
2021-01-05 10:00:00;2020-10-25;VR07;Gelderland-Midden;17;0
2021-01-05 10:00:00;2020-10-26;VR07;Gelderland-Midden;22;1
2021-01-05 10:00:00;2020-10-27;VR07;Gelderland-Midden;27;0
2021-01-05 10:00:00;2020-10-28;VR07;Gelderland-Midden;25;1
2021-01-05 10:00:00;2020-10-29;VR07;Gelderland-Midden;30;0
2021-01-05 10:00:00;2020-10-30;VR07;Gelderland-Midden;34;0
2021-01-05 10:00:00;2020-10-31;VR07;Gelderland-Midden;15;1
2021-01-05 10:00:00;2020-11-01;VR07;Gelderland-Midden;12;2
2021-01-05 10:00:00;2020-11-02;VR07;Gelderland-Midden;27;0
2021-01-05 10:00:00;2020-11-03;VR07;Gelderland-Midden;17;1
2021-01-05 10:00:00;2020-11-04;VR07;Gelderland-Midden;24;1
2021-01-05 10:00:00;2020-11-05;VR07;Gelderland-Midden;20;0
2021-01-05 10:00:00;2020-11-06;VR07;Gelderland-Midden;20;3
2021-01-05 10:00:00;2020-11-07;VR07;Gelderland-Midden;16;1
2021-01-05 10:00:00;2020-11-08;VR07;Gelderland-Midden;24;3
2021-01-05 10:00:00;2020-11-09;VR07;Gelderland-Midden;11;0
2021-01-05 10:00:00;2020-11-10;VR07;Gelderland-Midden;10;2
2021-01-05 10:00:00;2020-11-11;VR07;Gelderland-Midden;20;3
2021-01-05 10:00:00;2020-11-12;VR07;Gelderland-Midden;13;5
2021-01-05 10:00:00;2020-11-13;VR07;Gelderland-Midden;8;0
2021-01-05 10:00:00;2020-11-14;VR07;Gelderland-Midden;11;1
2021-01-05 10:00:00;2020-11-15;VR07;Gelderland-Midden;16;0
2021-01-05 10:00:00;2020-11-16;VR07;Gelderland-Midden;10;1
2021-01-05 10:00:00;2020-11-17;VR07;Gelderland-Midden;8;0
2021-01-05 10:00:00;2020-11-18;VR07;Gelderland-Midden;18;0
2021-01-05 10:00:00;2020-11-19;VR07;Gelderland-Midden;12;0
2021-01-05 10:00:00;2020-11-20;VR07;Gelderland-Midden;12;1
2021-01-05 10:00:00;2020-11-21;VR07;Gelderland-Midden;8;1
2021-01-05 10:00:00;2020-11-22;VR07;Gelderland-Midden;8;0
2021-01-05 10:00:00;2020-11-23;VR07;Gelderland-Midden;11;3
2021-01-05 10:00:00;2020-11-24;VR07;Gelderland-Midden;16;0
2021-01-05 10:00:00;2020-11-25;VR07;Gelderland-Midden;12;0
2021-01-05 10:00:00;2020-11-26;VR07;Gelderland-Midden;10;2
2021-01-05 10:00:00;2020-11-27;VR07;Gelderland-Midden;18;0
2021-01-05 10:00:00;2020-11-28;VR07;Gelderland-Midden;16;1
2021-01-05 10:00:00;2020-11-29;VR07;Gelderland-Midden;19;1
2021-01-05 10:00:00;2020-11-30;VR07;Gelderland-Midden;7;1
2021-01-05 10:00:00;2020-12-01;VR07;Gelderland-Midden;11;2
2021-01-05 10:00:00;2020-12-02;VR07;Gelderland-Midden;13;1
2021-01-05 10:00:00;2020-12-03;VR07;Gelderland-Midden;26;0
2021-01-05 10:00:00;2020-12-04;VR07;Gelderland-Midden;24;1
2021-01-05 10:00:00;2020-12-05;VR07;Gelderland-Midden;15;1
2021-01-05 10:00:00;2020-12-06;VR07;Gelderland-Midden;13;1
2021-01-05 10:00:00;2020-12-07;VR07;Gelderland-Midden;11;0
2021-01-05 10:00:00;2020-12-08;VR07;Gelderland-Midden;20;0
2021-01-05 10:00:00;2020-12-09;VR07;Gelderland-Midden;26;1
2021-01-05 10:00:00;2020-12-10;VR07;Gelderland-Midden;21;0
2021-01-05 10:00:00;2020-12-11;VR07;Gelderland-Midden;40;0
2021-01-05 10:00:00;2020-12-12;VR07;Gelderland-Midden;22;1
2021-01-05 10:00:00;2020-12-13;VR07;Gelderland-Midden;35;1
2021-01-05 10:00:00;2020-12-14;VR07;Gelderland-Midden;26;2
2021-01-05 10:00:00;2020-12-15;VR07;Gelderland-Midden;29;1
2021-01-05 10:00:00;2020-12-16;VR07;Gelderland-Midden;25;0
2021-01-05 10:00:00;2020-12-17;VR07;Gelderland-Midden;46;1
2021-01-05 10:00:00;2020-12-18;VR07;Gelderland-Midden;58;0
2021-01-05 10:00:00;2020-12-19;VR07;Gelderland-Midden;51;1
2021-01-05 10:00:00;2020-12-20;VR07;Gelderland-Midden;42;0
2021-01-05 10:00:00;2020-12-21;VR07;Gelderland-Midden;28;1
2021-01-05 10:00:00;2020-12-22;VR07;Gelderland-Midden;34;2
2021-01-05 10:00:00;2020-12-23;VR07;Gelderland-Midden;51;0
2021-01-05 10:00:00;2020-12-24;VR07;Gelderland-Midden;59;1
2021-01-05 10:00:00;2020-12-25;VR07;Gelderland-Midden;35;1
2021-01-05 10:00:00;2020-12-26;VR07;Gelderland-Midden;60;0
2021-01-05 10:00:00;2020-12-27;VR07;Gelderland-Midden;25;2
2021-01-05 10:00:00;2020-12-28;VR07;Gelderland-Midden;22;2
2021-01-05 10:00:00;2020-12-29;VR07;Gelderland-Midden;42;1
2021-01-05 10:00:00;2020-12-30;VR07;Gelderland-Midden;43;1
2021-01-05 10:00:00;2020-12-31;VR07;Gelderland-Midden;55;0
2021-01-05 10:00:00;2021-01-01;VR07;Gelderland-Midden;57;1
2021-01-05 10:00:00;2021-01-02;VR07;Gelderland-Midden;35;1
2021-01-05 10:00:00;2021-01-03;VR07;Gelderland-Midden;29;1
2021-01-05 10:00:00;2021-01-04;VR07;Gelderland-Midden;35;1
2021-01-05 10:00:00;2021-01-05;VR07;Gelderland-Midden;10;0
2021-01-05 10:00:00;2020-07-01;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-02;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-03;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-04;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-07-05;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-06;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-07;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-08;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-09;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-10;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-07-11;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-12;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-13;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-07-14;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-15;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-16;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-17;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-18;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-19;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-20;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-21;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-22;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-23;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-24;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-25;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-26;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-27;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-28;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-29;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-07-30;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-07-31;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-01;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-08-02;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-03;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-04;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-05;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-08-06;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-08-07;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-08-08;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-08-09;VR08;Gelderland-Zuid;0;1
2021-01-05 10:00:00;2020-08-10;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-11;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-12;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-13;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-14;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-15;VR08;Gelderland-Zuid;2;1
2021-01-05 10:00:00;2020-08-16;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-17;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-18;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-19;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-20;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-08-21;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-08-22;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-23;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-24;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-25;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-26;VR08;Gelderland-Zuid;0;1
2021-01-05 10:00:00;2020-08-27;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-28;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-29;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-30;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-08-31;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-01;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-02;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-03;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-04;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-05;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-06;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-09-07;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-08;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-09;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-09-10;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-11;VR08;Gelderland-Zuid;3;0
2021-01-05 10:00:00;2020-09-12;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-09-13;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-09-14;VR08;Gelderland-Zuid;0;0
2021-01-05 10:00:00;2020-09-15;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-09-16;VR08;Gelderland-Zuid;3;0
2021-01-05 10:00:00;2020-09-17;VR08;Gelderland-Zuid;3;0
2021-01-05 10:00:00;2020-09-18;VR08;Gelderland-Zuid;1;0
2021-01-05 10:00:00;2020-09-19;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-09-20;VR08;Gelderland-Zuid;3;0
2021-01-05 10:00:00;2020-09-21;VR08;Gelderland-Zuid;2;0
2021-01-05 10:00:00;2020-09-22;VR08;Gelderland-Zuid;4;0
2021-01-05 10:00:00;2020-09-23;VR08;Gelderland-Zuid;2;1
2021-01-05 10:00:00;2020-09-24;VR08;Gelderland-Zuid;8;0
2021-01-05 10:00:00;2020-09-25;VR08;Gelderland-Zuid;5;0
2021-01-05 10:00:00;2020-09-26;VR08;Gelderland-Zuid;11;0
2021-01-05 10:00:00;2020-09-27;VR08;Gelderland-Zuid;3;0
2021-01-05 10:00:00;2020-09-28;VR08;Gelderland-Zuid;4;1
2021-01-05 10:00:00;2020-09-29;VR08;Gelderland-Zuid;4;0
2021-01-05 10:00:00;2020-09-30;VR08;Gelderland-Zuid;5;0
2021-01-05 10:00:00;2020-10-01;VR08;Gelderland-Zuid;6;0
2021-01-05 10:00:00;2020-10-02;VR08;Gelderland-Zuid;7;0
2021-01-05 10:00:00;2020-10-03;VR08;Gelderland-Zuid;6;1
2021-01-05 10:00:00;2020-10-04;VR08;Gelderland-Zuid;12;0
2021-01-05 10:00:00;2020-10-05;VR08;Gelderland-Zuid;6;0
2021-01-05 10:00:00;2020-10-06;VR08;Gelderland-Zuid;9;0
2021-01-05 10:00:00;2020-10-07;VR08;Gelderland-Zuid;10;0
2021-01-05 10:00:00;2020-10-08;VR08;Gelderland-Zuid;6;0
2021-01-05 10:00:00;2020-10-09;VR08;Gelderland-Zuid;14;1
2021-01-05 10:00:00;2020-10-10;VR08;Gelderland-Zuid;15;0
2021-01-05 10:00:00;2020-10-11;VR08;Gelderland-Zuid;8;1
2021-01-05 10:00:00;2020-10-12;VR08;Gelderland-Zuid;16;0
2021-01-05 10:00:00;2020-10-13;VR08;Gelderland-Zuid;25;1
2021-01-05 10:00:00;2020-10-14;VR08;Gelderland-Zuid;12;0
2021-01-05 10:00:00;2020-10-15;VR08;Gelderland-Zuid;11;0
2021-01-05 10:00:00;2020-10-16;VR08;Gelderland-Zuid;13;0
2021-01-05 10:00:00;2020-10-17;VR08;Gelderland-Zuid;25;1
2021-01-05 10:00:00;2020-10-18;VR08;Gelderland-Zuid;14;0
2021-01-05 10:00:00;2020-10-19;VR08;Gelderland-Zuid;12;1
2021-01-05 10:00:00;2020-10-20;VR08;Gelderland-Zuid;14;0
2021-01-05 10:00:00;2020-10-21;VR08;Gelderland-Zuid;14;1
2021-01-05 10:00:00;2020-10-22;VR08;Gelderland-Zuid;18;0
2021-01-05 10:00:00;2020-10-23;VR08;Gelderland-Zuid;28;1
2021-01-05 10:00:00;2020-10-24;VR08;Gelderland-Zuid;28;1
2021-01-05 10:00:00;2020-10-25;VR08;Gelderland-Zuid;26;0
2021-01-05 10:00:00;2020-10-26;VR08;Gelderland-Zuid;25;2
2021-01-05 10:00:00;2020-10-27;VR08;Gelderland-Zuid;12;2
2021-01-05 10:00:00;2020-10-28;VR08;Gelderland-Zuid;23;0
2021-01-05 10:00:00;2020-10-29;VR08;Gelderland-Zuid;28;0
2021-01-05 10:00:00;2020-10-30;VR08;Gelderland-Zuid;24;0
2021-01-05 10:00:00;2020-10-31;VR08;Gelderland-Zuid;26;1
2021-01-05 10:00:00;2020-11-01;VR08;Gelderland-Zuid;14;0
2021-01-05 10:00:00;2020-11-02;VR08;Gelderland-Zuid;23;1
2021-01-05 10:00:00;2020-11-03;VR08;Gelderland-Zuid;19;1
2021-01-05 10:00:00;2020-11-04;VR08;Gelderland-Zuid;32;0
2021-01-05 10:00:00;2020-11-05;VR08;Gelderland-Zuid;16;1
2021-01-05 10:00:00;2020-11-06;VR08;Gelderland-Zuid;29;0
2021-01-05 10:00:00;2020-11-07;VR08;Gelderland-Zuid;12;3
2021-01-05 10:00:00;2020-11-08;VR08;Gelderland-Zuid;13;1
2021-01-05 10:00:00;2020-11-09;VR08;Gelderland-Zuid;7;0
2021-01-05 10:00:00;2020-11-10;VR08;Gelderland-Zuid;10;2
2021-01-05 10:00:00;2020-11-11;VR08;Gelderland-Zuid;19;2
2021-01-05 10:00:00;2020-11-12;VR08;Gelderland-Zuid;25;1
2021-01-05 10:00:00;2020-11-13;VR08;Gelderland-Zuid;14;2
2021-01-05 10:00:00;2020-11-14;VR08;Gelderland-Zuid;14;5
2021-01-05 10:00:00;2020-11-15;VR08;Gelderland-Zuid;9;1
2021-01-05 10:00:00;2020-11-16;VR08;Gelderland-Zuid;10;2
2021-01-05 10:00:00;2020-11-17;VR08;Gelderland-Zuid;13;0
2021-01-05 10:00:00;2020-11-18;VR08;Gelderland-Zuid;15;0
2021-01-05 10:00:00;2020-11-19;VR08;Gelderland-Zuid;17;0
2021-01-05 10:00:00;2020-11-20;VR08;Gelderland-Zuid;15;0
2021-01-05 10:00:00;2020-11-21;VR08;Gelderland-Zuid;15;2
2021-01-05 10:00:00;2020-11-22;VR08;Gelderland-Zuid;14;2
2021-01-05 10:00:00;2020-11-23;VR08;Gelderland-Zuid;13;0
2021-01-05 10:00:00;2020-11-24;VR08;Gelderland-Zuid;14;2
2021-01-05 10:00:00;2020-11-25;VR08;Gelderland-Zuid;16;0
2021-01-05 10:00:00;2020-11-26;VR08;Gelderland-Zuid;17;0
2021-01-05 10:00:00;2020-11-27;VR08;Gelderland-Zuid;5;0
2021-01-05 10:00:00;2020-11-28;VR08;Gelderland-Zuid;13;0
2021-01-05 10:00:00;2020-11-29;VR08;Gelderland-Zuid;10;1
2021-01-05 10:00:00;2020-11-30;VR08;Gelderland-Zuid;11;0
2021-01-05 10:00:00;2020-12-01;VR08;Gelderland-Zuid;4;4
2021-01-05 10:00:00;2020-12-02;VR08;Gelderland-Zuid;17;0
2021-01-05 10:00:00;2020-12-03;VR08;Gelderland-Zuid;16;0
2021-01-05 10:00:00;2020-12-04;VR08;Gelderland-Zuid;15;1
2021-01-05 10:00:00;2020-12-05;VR08;Gelderland-Zuid;18;0
2021-01-05 10:00:00;2020-12-06;VR08;Gelderland-Zuid;16;1
2021-01-05 10:00:00;2020-12-07;VR08;Gelderland-Zuid;17;0
2021-01-05 10:00:00;2020-12-08;VR08;Gelderland-Zuid;12;1
2021-01-05 10:00:00;2020-12-09;VR08;Gelderland-Zuid;16;1
2021-01-05 10:00:00;2020-12-10;VR08;Gelderland-Zuid;17;0
2021-01-05 10:00:00;2020-12-11;VR08;Gelderland-Zuid;13;0
2021-01-05 10:00:00;2020-12-12;VR08;Gelderland-Zuid;21;1
2021-01-05 10:00:00;2020-12-13;VR08;Gelderland-Zuid;18;0
2021-01-05 10:00:00;2020-12-14;VR08;Gelderland-Zuid;22;1
2021-01-05 10:00:00;2020-12-15;VR08;Gelderland-Zuid;14;0
2021-01-05 10:00:00;2020-12-16;VR08;Gelderland-Zuid;23;0
2021-01-05 10:00:00;2020-12-17;VR08;Gelderland-Zuid;29;1
2021-01-05 10:00:00;2020-12-18;VR08;Gelderland-Zuid;23;0
2021-01-05 10:00:00;2020-12-19;VR08;Gelderland-Zuid;31;1
2021-01-05 10:00:00;2020-12-20;VR08;Gelderland-Zuid;26;0
2021-01-05 10:00:00;2020-12-21;VR08;Gelderland-Zuid;22;1
2021-01-05 10:00:00;2020-12-22;VR08;Gelderland-Zuid;22;0
2021-01-05 10:00:00;2020-12-23;VR08;Gelderland-Zuid;24;0
2021-01-05 10:00:00;2020-12-24;VR08;Gelderland-Zuid;23;0
2021-01-05 10:00:00;2020-12-25;VR08;Gelderland-Zuid;12;0
2021-01-05 10:00:00;2020-12-26;VR08;Gelderland-Zuid;31;2
2021-01-05 10:00:00;2020-12-27;VR08;Gelderland-Zuid;17;3
2021-01-05 10:00:00;2020-12-28;VR08;Gelderland-Zuid;15;1
2021-01-05 10:00:00;2020-12-29;VR08;Gelderland-Zuid;24;0
2021-01-05 10:00:00;2020-12-30;VR08;Gelderland-Zuid;23;1
2021-01-05 10:00:00;2020-12-31;VR08;Gelderland-Zuid;28;0
2021-01-05 10:00:00;2021-01-01;VR08;Gelderland-Zuid;23;0
2021-01-05 10:00:00;2021-01-02;VR08;Gelderland-Zuid;16;0
2021-01-05 10:00:00;2021-01-03;VR08;Gelderland-Zuid;9;1
2021-01-05 10:00:00;2021-01-04;VR08;Gelderland-Zuid;10;0
2021-01-05 10:00:00;2021-01-05;VR08;Gelderland-Zuid;8;0
2021-01-05 10:00:00;2020-07-01;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-07-02;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-03;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-04;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-07-05;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-06;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-07;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-08;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-09;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-10;VR09;Utrecht;3;0
2021-01-05 10:00:00;2020-07-11;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-12;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-13;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-14;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-15;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-16;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-17;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-18;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-19;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-20;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-07-21;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-22;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-23;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-24;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-25;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-26;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-27;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-28;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-29;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-07-30;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-07-31;VR09;Utrecht;2;1
2021-01-05 10:00:00;2020-08-01;VR09;Utrecht;3;0
2021-01-05 10:00:00;2020-08-02;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-03;VR09;Utrecht;5;0
2021-01-05 10:00:00;2020-08-04;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-05;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-08-06;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-07;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-08;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-09;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-08-10;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-11;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-12;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-08-13;VR09;Utrecht;0;1
2021-01-05 10:00:00;2020-08-14;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-15;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-08-16;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-17;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-18;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-19;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-20;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-21;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-22;VR09;Utrecht;2;1
2021-01-05 10:00:00;2020-08-23;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-24;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-25;VR09;Utrecht;1;1
2021-01-05 10:00:00;2020-08-26;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-08-27;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-28;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-29;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-08-30;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-08-31;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-01;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-02;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-03;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-04;VR09;Utrecht;3;0
2021-01-05 10:00:00;2020-09-05;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-09-06;VR09;Utrecht;6;0
2021-01-05 10:00:00;2020-09-07;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-08;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-09-09;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-10;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-09-11;VR09;Utrecht;4;0
2021-01-05 10:00:00;2020-09-12;VR09;Utrecht;2;0
2021-01-05 10:00:00;2020-09-13;VR09;Utrecht;1;0
2021-01-05 10:00:00;2020-09-14;VR09;Utrecht;0;0
2021-01-05 10:00:00;2020-09-15;VR09;Utrecht;6;0
2021-01-05 10:00:00;2020-09-16;VR09;Utrecht;6;0
2021-01-05 10:00:00;2020-09-17;VR09;Utrecht;6;0
2021-01-05 10:00:00;2020-09-18;VR09;Utrecht;3;0
2021-01-05 10:00:00;2020-09-19;VR09;Utrecht;0;2
2021-01-05 10:00:00;2020-09-20;VR09;Utrecht;4;0
2021-01-05 10:00:00;2020-09-21;VR09;Utrecht;4;0
2021-01-05 10:00:00;2020-09-22;VR09;Utrecht;5;0
2021-01-05 10:00:00;2020-09-23;VR09;Utrecht;5;0
2021-01-05 10:00:00;2020-09-24;VR09;Utrecht;5;0
2021-01-05 10:00:00;2020-09-25;VR09;Utrecht;7;0
2021-01-05 10:00:00;2020-09-26;VR09;Utrecht;15;0
2021-01-05 10:00:00;2020-09-27;VR09;Utrecht;3;0
2021-01-05 10:00:00;2020-09-28;VR09;Utrecht;6;1
2021-01-05 10:00:00;2020-09-29;VR09;Utrecht;9;0
2021-01-05 10:00:00;2020-09-30;VR09;Utrecht;20;0
2021-01-05 10:00:00;2020-10-01;VR09;Utrecht;6;0
2021-01-05 10:00:00;2020-10-02;VR09;Utrecht;11;0
2021-01-05 10:00:00;2020-10-03;VR09;Utrecht;16;0
2021-01-05 10:00:00;2020-10-04;VR09;Utrecht;17;0
2021-01-05 10:00:00;2020-10-05;VR09;Utrecht;15;0
2021-01-05 10:00:00;2020-10-06;VR09;Utrecht;19;0
2021-01-05 10:00:00;2020-10-07;VR09;Utrecht;20;1
2021-01-05 10:00:00;2020-10-08;VR09;Utrecht;19;1
2021-01-05 10:00:00;2020-10-09;VR09;Utrecht;24;0
2021-01-05 10:00:00;2020-10-10;VR09;Utrecht;20;0
2021-01-05 10:00:00;2020-10-11;VR09;Utrecht;36;0
2021-01-05 10:00:00;2020-10-12;VR09;Utrecht;36;0
2021-01-05 10:00:00;2020-10-13;VR09;Utrecht;31;1
2021-01-05 10:00:00;2020-10-14;VR09;Utrecht;48;0
2021-01-05 10:00:00;2020-10-15;VR09;Utrecht;39;0
