Updated;Municipality_code;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
11-8-2020;Blaricum;8;69,3;0;0;0;0
10-3-2020;Bloemendaal;1;4,2;0;0;0;0
25-3-2020;Bloemendaal;15;63,6;2;8,5;0;0
7-4-2020;Bloemendaal;18;76,4;3;12,7;2;8,5
21-4-2020;Bloemendaal;6;25,5;1;4,2;1;4,2
5-5-2020;Bloemendaal;5;21,2;1;4,2;2;8,5
19-5-2020;Bloemendaal;3;12,7;0;0;0;0
2-6-2020;Bloemendaal;0;0;0;0;0;0
16-6-2020;Bloemendaal;4;17;0;0;0;0
30-6-2020;Bloemendaal;0;0;0;0;0;0
14-7-2020;Bloemendaal;0;0;0;0;0;0
28-7-2020;Bloemendaal;3;12,7;0;0;0;0
11-8-2020;Bloemendaal;8;33,9;0;0;0;0
10-3-2020;Bodegraven-Reeuwijk;0;0;0;0;0;0
25-3-2020;Bodegraven-Reeuwijk;5;14,3;2;5,7;0;0
7-4-2020;Bodegraven-Reeuwijk;14;40,1;4;11,5;1;2,9
21-4-2020;Bodegraven-Reeuwijk;15;43;1;2,9;0;0
5-5-2020;Bodegraven-Reeuwijk;14;40,1;0;0;0;0
19-5-2020;Bodegraven-Reeuwijk;7;20,1;0;0;0;0
2-6-2020;Bodegraven-Reeuwijk;2;5,7;0;0;0;0
16-6-2020;Bodegraven-Reeuwijk;1;2,9;0;0;0;0
30-6-2020;Bodegraven-Reeuwijk;5;14,3;0;0;0;0
14-7-2020;Bodegraven-Reeuwijk;2;5,7;0;0;0;0
28-7-2020;Bodegraven-Reeuwijk;3;8,6;0;0;0;0
11-8-2020;Bodegraven-Reeuwijk;24;68,8;0;0;0;0
10-3-2020;Boekel;8;74,2;3;27,8;0;0
25-3-2020;Boekel;38;352,3;14;129,8;5;46,4
7-4-2020;Boekel;26;241,1;8;74,2;10;92,7
21-4-2020;Boekel;11;102;1;9,3;5;46,4
5-5-2020;Boekel;3;27,8;0;0;0;0
19-5-2020;Boekel;1;9,3;0;0;0;0
2-6-2020;Boekel;0;0;0;0;0;0
16-6-2020;Boekel;0;0;0;0;0;0
30-6-2020;Boekel;1;9,3;0;0;0;0
14-7-2020;Boekel;1;9,3;0;0;0;0
28-7-2020;Boekel;0;0;0;0;0;0
11-8-2020;Boekel;0;0;0;0;0;0
10-3-2020;Borger-Odoorn;0;0;0;0;0;0
25-3-2020;Borger-Odoorn;0;0;0;0;0;0
7-4-2020;Borger-Odoorn;4;15,7;2;7,8;2;7,8
21-4-2020;Borger-Odoorn;3;11,7;2;7,8;1;3,9
5-5-2020;Borger-Odoorn;2;7,8;0;0;0;0
19-5-2020;Borger-Odoorn;0;0;0;0;0;0
2-6-2020;Borger-Odoorn;0;0;0;0;0;0
16-6-2020;Borger-Odoorn;0;0;0;0;0;0
30-6-2020;Borger-Odoorn;0;0;0;0;0;0
14-7-2020;Borger-Odoorn;1;3,9;0;0;0;0
28-7-2020;Borger-Odoorn;0;0;0;0;0;0
11-8-2020;Borger-Odoorn;0;0;0;0;0;0
10-3-2020;Borne;3;12,9;1;4,3;0;0
25-3-2020;Borne;8;34,3;5;21,4;1;4,3
7-4-2020;Borne;24;103;6;25,7;4;17,2
21-4-2020;Borne;8;34,3;0;0;1;4,3
5-5-2020;Borne;6;25,7;0;0;0;0
19-5-2020;Borne;1;4,3;0;0;0;0
2-6-2020;Borne;0;0;0;0;0;0
16-6-2020;Borne;0;0;0;0;0;0
30-6-2020;Borne;0;0;0;0;0;0
14-7-2020;Borne;0;0;0;0;0;0
28-7-2020;Borne;0;0;0;0;0;0
11-8-2020;Borne;1;4,3;0;0;0;0
10-3-2020;Borsele;1;4,4;1;4,4;0;0
25-3-2020;Borsele;4;17,6;2;8,8;0;0
7-4-2020;Borsele;8;35,2;1;4,4;0;0
21-4-2020;Borsele;8;35,2;1;4,4;0;0
5-5-2020;Borsele;1;4,4;0;0;0;0
19-5-2020;Borsele;4;17,6;0;0;0;0
2-6-2020;Borsele;1;4,4;0;0;0;0
16-6-2020;Borsele;0;0;0;0;0;0
30-6-2020;Borsele;0;0;0;0;0;0
14-7-2020;Borsele;0;0;0;0;0;0
28-7-2020;Borsele;1;4,4;0;0;0;0
11-8-2020;Borsele;1;4,4;0;0;0;0
10-3-2020;Boxmeer;0;0;0;0;0;0
25-3-2020;Boxmeer;12;40,9;8;27,2;2;6,8
7-4-2020;Boxmeer;42;143;9;30,6;6;20,4
21-4-2020;Boxmeer;42;143;0;0;12;40,9
5-5-2020;Boxmeer;18;61,3;0;0;5;17
19-5-2020;Boxmeer;1;3,4;1;3,4;1;3,4
2-6-2020;Boxmeer;5;17;0;0;0;0
16-6-2020;Boxmeer;6;20,4;0;0;0;0
30-6-2020;Boxmeer;0;0;0;0;0;0
14-7-2020;Boxmeer;1;3,4;0;0;0;0
28-7-2020;Boxmeer;0;0;0;0;0;0
11-8-2020;Boxmeer;4;13,6;0;0;0;0
10-3-2020;Boxtel;0;0;0;0;0;0
25-3-2020;Boxtel;16;51,9;7;22,7;4;13
7-4-2020;Boxtel;18;58,4;6;19,5;5;16,2
21-4-2020;Boxtel;20;64,9;4;13;4;13
5-5-2020;Boxtel;8;26;1;3,2;0;0
19-5-2020;Boxtel;23;74,7;0;0;6;19,5
2-6-2020;Boxtel;18;58,4;0;0;6;19,5
16-6-2020;Boxtel;18;58,4;0;0;1;3,2
30-6-2020;Boxtel;12;39;0;0;0;0
14-7-2020;Boxtel;1;3,2;0;0;0;0
28-7-2020;Boxtel;0;0;0;0;0;0
11-8-2020;Boxtel;1;3,2;0;0;0;0
10-3-2020;Breda;45;24,4;13;7,1;0;0
25-3-2020;Breda;138;75;70;38;14;7,6
7-4-2020;Breda;142;77,1;36;19,6;25;13,6
21-4-2020;Breda;80;43,5;4;2,2;14;7,6
5-5-2020;Breda;47;25,5;4;2,2;6;3,3
19-5-2020;Breda;15;8,1;0;0;2;1,1
2-6-2020;Breda;8;4,3;1;0,5;1;0,5
16-6-2020;Breda;15;8,1;0;0;0;0
30-6-2020;Breda;15;8,1;2;1,1;1;0,5
14-7-2020;Breda;17;9,2;0;0;0;0
28-7-2020;Breda;79;42,9;0;0;1;0,5
11-8-2020;Breda;136;73,9;0;0;0;0
10-3-2020;Brielle;0;0;1;5,8;0;0
25-3-2020;Brielle;1;5,8;0;0;0;0
7-4-2020;Brielle;19;110;9;52,1;0;0
21-4-2020;Brielle;6;34,7;1;5,8;0;0
5-5-2020;Brielle;5;29;0;0;0;0
19-5-2020;Brielle;1;5,8;0;0;0;0
2-6-2020;Brielle;0;0;0;0;0;0
16-6-2020;Brielle;1;5,8;0;0;0;0
30-6-2020;Brielle;0;0;0;0;0;0
14-7-2020;Brielle;0;0;0;0;0;0
28-7-2020;Brielle;1;5,8;0;0;0;0
11-8-2020;Brielle;4;23,2;0;0;0;0
10-3-2020;Bronckhorst;2;5,5;0;0;0;0
25-3-2020;Bronckhorst;5;13,9;2;5,5;0;0
7-4-2020;Bronckhorst;11;30,5;4;11,1;3;8,3
21-4-2020;Bronckhorst;36;99,8;6;16,6;2;5,5
5-5-2020;Bronckhorst;15;41,6;3;8,3;1;2,8
19-5-2020;Bronckhorst;2;5,5;0;0;1;2,8
2-6-2020;Bronckhorst;2;5,5;0;0;0;0
16-6-2020;Bronckhorst;1;2,8;0;0;0;0
30-6-2020;Bronckhorst;0;0;0;0;0;0
14-7-2020;Bronckhorst;0;0;0;0;0;0
28-7-2020;Bronckhorst;2;5,5;0;0;0;0
11-8-2020;Bronckhorst;5;13,9;0;0;0;0
10-3-2020;Brummen;0;0;0;0;0;0
25-3-2020;Brummen;4;19,3;4;19,3;1;4,8
7-4-2020;Brummen;10;48,2;7;33,8;1;4,8
21-4-2020;Brummen;14;67,5;4;19,3;3;14,5
5-5-2020;Brummen;4;19,3;2;9,6;1;4,8
19-5-2020;Brummen;3;14,5;1;4,8;0;0
2-6-2020;Brummen;0;0;0;0;0;0
16-6-2020;Brummen;1;4,8;0;0;0;0
30-6-2020;Brummen;0;0;0;0;0;0
14-7-2020;Brummen;0;0;0;0;0;0
28-7-2020;Brummen;1;4,8;0;0;0;0
11-8-2020;Brummen;6;28,9;0;0;0;0
10-3-2020;Brunssum;0;0;1;3,6;0;0
25-3-2020;Brunssum;19;68,3;14;50,3;2;7,2
7-4-2020;Brunssum;28;100,6;14;50,3;6;21,6
21-4-2020;Brunssum;23;82,7;8;28,8;3;10,8
5-5-2020;Brunssum;17;61,1;4;14,4;3;10,8
19-5-2020;Brunssum;9;32,3;1;3,6;1;3,6
2-6-2020;Brunssum;7;25,2;2;7,2;3;10,8
16-6-2020;Brunssum;4;14,4;0;0;0;0
30-6-2020;Brunssum;3;10,8;0;0;1;3,6
14-7-2020;Brunssum;0;0;0;0;0;0
28-7-2020;Brunssum;2;7,2;0;0;0;0
11-8-2020;Brunssum;1;3,6;0;0;0;0
10-3-2020;Bunnik;0;0;0;0;0;0
25-3-2020;Bunnik;8;52,7;3;19,7;0;0
7-4-2020;Bunnik;10;65,8;4;26,3;1;6,6
21-4-2020;Bunnik;6;39,5;2;13,2;0;0
5-5-2020;Bunnik;14;92,2;0;0;0;0
19-5-2020;Bunnik;4;26,3;0;0;0;0
2-6-2020;Bunnik;2;13,2;0;0;0;0
16-6-2020;Bunnik;1;6,6;0;0;0;0
30-6-2020;Bunnik;0;0;0;0;0;0
14-7-2020;Bunnik;1;6,6;0;0;0;0
28-7-2020;Bunnik;1;6,6;0;0;0;0
11-8-2020;Bunnik;2;13,2;0;0;0;0
10-3-2020;Bunschoten;0;0;0;0;0;0
25-3-2020;Bunschoten;3;13,7;0;0;0;0
7-4-2020;Bunschoten;17;77,7;6;27,4;0;0
21-4-2020;Bunschoten;30;137,2;2;9,1;5;22,9
5-5-2020;Bunschoten;10;45,7;1;4,6;2;9,1
19-5-2020;Bunschoten;2;9,1;0;0;0;0
2-6-2020;Bunschoten;2;9,1;0;0;0;0
16-6-2020;Bunschoten;1;4,6;0;0;0;0
30-6-2020;Bunschoten;2;9,1;0;0;0;0
14-7-2020;Bunschoten;1;4,6;0;0;0;0
28-7-2020;Bunschoten;2;9,1;0;0;0;0
11-8-2020;Bunschoten;4;18,3;0;0;0;0
10-3-2020;Buren;1;3,7;0;0;0;0
25-3-2020;Buren;6;22,4;3;11,2;0;0
7-4-2020;Buren;12;44,9;4;15;1;3,7
21-4-2020;Buren;15;56,1;6;22,4;4;15
5-5-2020;Buren;11;41,1;3;11,2;1;3,7
19-5-2020;Buren;2;7,5;0;0;1;3,7
2-6-2020;Buren;8;29,9;0;0;0;0
16-6-2020;Buren;7;26,2;1;3,7;1;3,7
30-6-2020;Buren;1;3,7;0;0;0;0
14-7-2020;Buren;0;0;0;0;0;0
28-7-2020;Buren;0;0;0;0;0;0
11-8-2020;Buren;0;0;0;0;0;0
10-3-2020;Capelle aan den IJssel;0;0;0;0;0;0
25-3-2020;Capelle aan den IJssel;23;34,3;15;22,3;0;0
7-4-2020;Capelle aan den IJssel;97;144,5;15;22,3;21;31,3
21-4-2020;Capelle aan den IJssel;102;152;13;19,4;18;26,8
5-5-2020;Capelle aan den IJssel;35;52,1;2;3;11;16,4
19-5-2020;Capelle aan den IJssel;20;29,8;5;7,4;2;3
2-6-2020;Capelle aan den IJssel;11;16,4;1;1,5;1;1,5
16-6-2020;Capelle aan den IJssel;14;20,9;0;0;0;0
30-6-2020;Capelle aan den IJssel;5;7,4;0;0;0;0
14-7-2020;Capelle aan den IJssel;12;17,9;0;0;0;0
28-7-2020;Capelle aan den IJssel;19;28,3;0;0;0;0
11-8-2020;Capelle aan den IJssel;56;83,4;1;1,5;0;0
10-3-2020;Castricum;0;0;1;2,8;0;0
25-3-2020;Castricum;10;27,8;4;11,1;0;0
7-4-2020;Castricum;35;97,3;8;22,2;6;16,7
21-4-2020;Castricum;27;75;1;2,8;3;8,3
5-5-2020;Castricum;2;5,6;0;0;0;0
19-5-2020;Castricum;2;5,6;1;2,8;0;0
2-6-2020;Castricum;4;11,1;0;0;0;0
16-6-2020;Castricum;0;0;0;0;0;0
30-6-2020;Castricum;0;0;0;0;0;0
14-7-2020;Castricum;0;0;0;0;0;0
28-7-2020;Castricum;4;11,1;0;0;0;0
11-8-2020;Castricum;2;5,6;0;0;0;0
10-3-2020;Coevorden;11;31,2;0;0;0;0
25-3-2020;Coevorden;4;11,3;6;17;0;0
7-4-2020;Coevorden;19;53,8;6;17;1;2,8
21-4-2020;Coevorden;14;39,7;0;0;1;2,8
5-5-2020;Coevorden;8;22,7;1;2,8;0;0
19-5-2020;Coevorden;0;0;0;0;0;0
2-6-2020;Coevorden;1;2,8;0;0;0;0
16-6-2020;Coevorden;0;0;0;0;0;0
30-6-2020;Coevorden;0;0;0;0;0;0
14-7-2020;Coevorden;0;0;0;0;0;0
28-7-2020;Coevorden;0;0;0;0;0;0
11-8-2020;Coevorden;0;0;0;0;0;0
10-3-2020;Cranendonck;1;4,7;0;0;0;0
25-3-2020;Cranendonck;29;137,2;25;118,3;2;9,5
7-4-2020;Cranendonck;65;307,5;32;151,4;12;56,8
21-4-2020;Cranendonck;59;279,1;5;23,7;14;66,2
5-5-2020;Cranendonck;9;42,6;1;4,7;8;37,8
19-5-2020;Cranendonck;3;14,2;0;0;0;0
2-6-2020;Cranendonck;0;0;0;0;0;0
16-6-2020;Cranendonck;6;28,4;0;0;0;0
30-6-2020;Cranendonck;1;4,7;0;0;0;0
14-7-2020;Cranendonck;0;0;0;0;0;0
28-7-2020;Cranendonck;0;0;0;0;0;0
11-8-2020;Cranendonck;0;0;0;0;0;0
10-3-2020;Cuijk;1;4;0;0;0;0
25-3-2020;Cuijk;8;31,8;4;15,9;2;8
7-4-2020;Cuijk;23;91,5;5;19,9;5;19,9
21-4-2020;Cuijk;16;63,7;3;11,9;2;8
5-5-2020;Cuijk;21;83,6;0;0;0;0
19-5-2020;Cuijk;1;4;0;0;1;4
2-6-2020;Cuijk;0;0;0;0;0;0
16-6-2020;Cuijk;5;19,9;0;0;0;0
30-6-2020;Cuijk;3;11,9;0;0;0;0
14-7-2020;Cuijk;1;4;0;0;0;0
28-7-2020;Cuijk;0;0;0;0;0;0
11-8-2020;Cuijk;1;4;0;0;0;0
10-3-2020;Culemborg;1;3,5;0;0;0;0
25-3-2020;Culemborg;8;27,6;8;27,6;0;0
7-4-2020;Culemborg;27;93,2;12;41,4;6;20,7
21-4-2020;Culemborg;17;58,7;1;3,5;1;3,5
5-5-2020;Culemborg;5;17,3;0;0;0;0
19-5-2020;Culemborg;2;6,9;0;0;0;0
2-6-2020;Culemborg;8;27,6;0;0;0;0
16-6-2020;Culemborg;2;6,9;0;0;0;0
30-6-2020;Culemborg;2;6,9;0;0;0;0
14-7-2020;Culemborg;6;20,7;0;0;0;0
28-7-2020;Culemborg;2;6,9;0;0;0;0
11-8-2020;Culemborg;9;31,1;0;0;0;0
10-3-2020;Dalfsen;0;0;1;3,5;0;0
25-3-2020;Dalfsen;12;42;6;21;1;3,5
7-4-2020;Dalfsen;25;87,5;8;28;3;10,5
21-4-2020;Dalfsen;32;111,9;1;3,5;2;7
5-5-2020;Dalfsen;8;28;0;0;0;0
19-5-2020;Dalfsen;0;0;0;0;0;0
2-6-2020;Dalfsen;0;0;0;0;0;0
16-6-2020;Dalfsen;2;7;0;0;0;0
30-6-2020;Dalfsen;1;3,5;0;0;0;0
14-7-2020;Dalfsen;0;0;0;0;0;0
28-7-2020;Dalfsen;2;7;0;0;0;0
11-8-2020;Dalfsen;2;7;0;0;0;0
10-3-2020;Dantumadiel;0;0;0;0;0;0
25-3-2020;Dantumadiel;0;0;0;0;0;0
7-4-2020;Dantumadiel;5;26,4;2;10,6;0;0
21-4-2020;Dantumadiel;0;0;0;0;0;0
5-5-2020;Dantumadiel;0;0;0;0;0;0
19-5-2020;Dantumadiel;0;0;0;0;0;0
2-6-2020;Dantumadiel;0;0;0;0;0;0
16-6-2020;Dantumadiel;0;0;0;0;0;0
30-6-2020;Dantumadiel;0;0;0;0;0;0
14-7-2020;Dantumadiel;0;0;0;0;0;0
28-7-2020;Dantumadiel;0;0;0;0;0;0
11-8-2020;Dantumadiel;0;0;0;0;0;0
10-3-2020;De Bilt;10;23,2;1;2,3;0;0
25-3-2020;De Bilt;26;60,3;8;18,5;1;2,3
7-4-2020;De Bilt;32;74,2;11;25,5;3;7
21-4-2020;De Bilt;28;64,9;4;9,3;4;9,3
5-5-2020;De Bilt;39;90,4;0;0;9;20,9
19-5-2020;De Bilt;24;55,6;1;2,3;3;7
2-6-2020;De Bilt;17;39,4;1;2,3;3;7
16-6-2020;De Bilt;1;2,3;0;0;1;2,3
30-6-2020;De Bilt;3;7;0;0;0;0
14-7-2020;De Bilt;4;9,3;0;0;0;0
28-7-2020;De Bilt;5;11,6;0;0;0;0
11-8-2020;De Bilt;7;16,2;1;2,3;0;0
10-3-2020;De Fryske Marren;0;0;0;0;0;0
25-3-2020;De Fryske Marren;10;19,4;4;7,8;0;0
7-4-2020;De Fryske Marren;23;44,6;6;11,6;5;9,7
21-4-2020;De Fryske Marren;18;34,9;2;3,9;1;1,9
5-5-2020;De Fryske Marren;5;9,7;0;0;0;0
19-5-2020;De Fryske Marren;6;11,6;1;1,9;0;0
2-6-2020;De Fryske Marren;5;9,7;0;0;0;0
16-6-2020;De Fryske Marren;1;1,9;0;0;0;0
30-6-2020;De Fryske Marren;2;3,9;0;0;0;0
14-7-2020;De Fryske Marren;1;1,9;0;0;0;0
28-7-2020;De Fryske Marren;3;5,8;0;0;0;0
11-8-2020;De Fryske Marren;4;7,8;0;0;0;0
10-3-2020;De Ronde Venen;0;0;0;0;0;0
25-3-2020;De Ronde Venen;10;22,5;9;20,2;0;0
7-4-2020;De Ronde Venen;37;83,2;17;38,2;2;4,5
21-4-2020;De Ronde Venen;28;63;11;24,7;6;13,5
5-5-2020;De Ronde Venen;13;29,2;1;2,2;3;6,7
19-5-2020;De Ronde Venen;3;6,7;0;0;0;0
2-6-2020;De Ronde Venen;9;20,2;0;0;1;2,2
16-6-2020;De Ronde Venen;2;4,5;0;0;1;2,2
30-6-2020;De Ronde Venen;2;4,5;0;0;0;0
14-7-2020;De Ronde Venen;0;0;0;0;0;0
28-7-2020;De Ronde Venen;4;9;0;0;0;0
11-8-2020;De Ronde Venen;9;20,2;0;0;0;0
10-3-2020;De Wolden;0;0;0;0;0;0
25-3-2020;De Wolden;3;12,3;1;4,1;0;0
7-4-2020;De Wolden;16;65,8;6;24,7;1;4,1
21-4-2020;De Wolden;17;69,9;3;12,3;0;0
5-5-2020;De Wolden;8;32,9;1;4,1;3;12,3
19-5-2020;De Wolden;0;0;0;0;1;4,1
2-6-2020;De Wolden;2;8,2;0;0;0;0
16-6-2020;De Wolden;2;8,2;0;0;0;0
30-6-2020;De Wolden;0;0;0;0;0;0
14-7-2020;De Wolden;0;0;0;0;0;0
28-7-2020;De Wolden;0;0;0;0;0;0
11-8-2020;De Wolden;0;0;0;0;0;0
10-3-2020;Delft;1;1;0;0;0;0
25-3-2020;Delft;20;19,3;15;14,5;0;0
7-4-2020;Delft;41;39,6;19;18,3;3;2,9
21-4-2020;Delft;43;41,5;2;1,9;5;4,8
5-5-2020;Delft;20;19,3;0;0;2;1,9
19-5-2020;Delft;10;9,7;0;0;2;1,9
2-6-2020;Delft;1;1;0;0;0;0
16-6-2020;Delft;9;8,7;0;0;0;0
30-6-2020;Delft;6;5,8;0;0;0;0
14-7-2020;Delft;7;6,8;0;0;0;0
28-7-2020;Delft;11;10,6;0;0;0;0
11-8-2020;Delft;34;32,8;0;0;0;0
10-3-2020;Delfzijl;0;0;0;0;0;0
25-3-2020;Delfzijl;2;8,1;0;0;0;0
7-4-2020;Delfzijl;10;40,5;5;20,3;0;0
21-4-2020;Delfzijl;3;12,2;0;0;0;0
5-5-2020;Delfzijl;2;8,1;1;4,1;0;0
19-5-2020;Delfzijl;0;0;0;0;0;0
2-6-2020;Delfzijl;1;4,1;0;0;0;0
16-6-2020;Delfzijl;0;0;0;0;0;0
30-6-2020;Delfzijl;0;0;0;0;0;0
14-7-2020;Delfzijl;0;0;0;0;0;0
28-7-2020;Delfzijl;0;0;0;0;0;0
11-8-2020;Delfzijl;2;8,1;0;0;0;0
10-3-2020;Den Helder;1;1,8;0;0;0;0
25-3-2020;Den Helder;4;7,1;6;10,7;0;0
7-4-2020;Den Helder;17;30,2;6;10,7;0;0
21-4-2020;Den Helder;14;24,9;0;0;0;0
5-5-2020;Den Helder;1;1,8;0;0;1;1,8
19-5-2020;Den Helder;0;0;0;0;1;1,8
2-6-2020;Den Helder;0;0;0;0;0;0
16-6-2020;Den Helder;2;3,6;0;0;0;0
30-6-2020;Den Helder;0;0;0;0;0;0
14-7-2020;Den Helder;2;3,6;0;0;0;0
28-7-2020;Den Helder;5;8,9;0;0;0;0
11-8-2020;Den Helder;2;3,6;0;0;0;0
10-3-2020;Deurne;3;9,2;1;3,1;0;0
25-3-2020;Deurne;35;107,8;29;89,3;4;12,3
7-4-2020;Deurne;57;175,5;18;55,4;7;21,6
21-4-2020;Deurne;34;104,7;1;3,1;6;18,5
5-5-2020;Deurne;21;64,7;1;3,1;4;12,3
19-5-2020;Deurne;16;49,3;1;3,1;2;6,2
2-6-2020;Deurne;15;46,2;0;0;0;0
16-6-2020;Deurne;10;30,8;0;0;1;3,1
30-6-2020;Deurne;0;0;0;0;0;0
14-7-2020;Deurne;1;3,1;0;0;0;0
28-7-2020;Deurne;1;3,1;0;0;0;0
11-8-2020;Deurne;5;15,4;0;0;0;0
10-3-2020;Deventer;0;0;0;0;0;0
25-3-2020;Deventer;28;27,8;10;9,9;4;4
7-4-2020;Deventer;63;62,6;23;22,8;16;15,9
21-4-2020;Deventer;89;88,4;8;7,9;7;7
5-5-2020;Deventer;47;46,7;3;3;2;2
19-5-2020;Deventer;26;25,8;1;1;3;3
2-6-2020;Deventer;13;12,9;0;0;0;0
16-6-2020;Deventer;31;30,8;1;1;1;1
30-6-2020;Deventer;28;27,8;0;0;0;0
14-7-2020;Deventer;14;13,9;0;0;0;0
28-7-2020;Deventer;4;4;0;0;0;0
11-8-2020;Deventer;20;19,9;0;0;0;0
10-3-2020;Diemen;0;0;0;0;0;0
25-3-2020;Diemen;9;29,2;6;19,5;2;6,5
7-4-2020;Diemen;21;68,2;4;13;2;6,5
21-4-2020;Diemen;34;110,5;5;16,2;6;19,5
5-5-2020;Diemen;28;91;1;3,2;4;13
19-5-2020;Diemen;7;22,7;0;0;0;0
2-6-2020;Diemen;3;9,7;0;0;0;0
16-6-2020;Diemen;3;9,7;0;0;0;0
30-6-2020;Diemen;0;0;0;0;0;0
14-7-2020;Diemen;2;6,5;0;0;0;0
28-7-2020;Diemen;3;9,7;0;0;0;0
11-8-2020;Diemen;28;91;0;0;0;0
10-3-2020;Dinkelland;3;11,3;1;3,8;0;0
25-3-2020;Dinkelland;17;64,2;6;22,7;1;3,8
7-4-2020;Dinkelland;31;117,2;11;41,6;5;18,9
21-4-2020;Dinkelland;16;60,5;0;0;3;11,3
5-5-2020;Dinkelland;4;15,1;1;3,8;1;3,8
19-5-2020;Dinkelland;0;0;0;0;0;0
2-6-2020;Dinkelland;0;0;1;3,8;0;0
16-6-2020;Dinkelland;2;7,6;0;0;0;0
30-6-2020;Dinkelland;0;0;0;0;0;0
14-7-2020;Dinkelland;0;0;0;0;0;0
28-7-2020;Dinkelland;2;7,6;0;0;0;0
11-8-2020;Dinkelland;3;11,3;0;0;0;0
10-3-2020;Doesburg;0;0;0;0;0;0
25-3-2020;Doesburg;5;45,1;2;18,1;1;9
7-4-2020;Doesburg;5;45,1;2;18,1;2;18,1
21-4-2020;Doesburg;12;108,3;3;27,1;3;27,1
5-5-2020;Doesburg;10;90,3;2;18,1;0;0
19-5-2020;Doesburg;0;0;0;0;0;0
2-6-2020;Doesburg;0;0;0;0;0;0
16-6-2020;Doesburg;0;0;0;0;0;0
30-6-2020;Doesburg;0;0;0;0;0;0
14-7-2020;Doesburg;0;0;0;0;0;0
28-7-2020;Doesburg;0;0;0;0;0;0
11-8-2020;Doesburg;0;0;0;0;0;0
10-3-2020;Doetinchem;0;0;0;0;0;0
25-3-2020;Doetinchem;10;17,2;6;10,3;1;1,7
7-4-2020;Doetinchem;33;56,9;11;19;4;6,9
21-4-2020;Doetinchem;30;51,7;5;8,6;9;15,5
5-5-2020;Doetinchem;18;31;2;3,4;1;1,7
19-5-2020;Doetinchem;4;6,9;0;0;0;0
2-6-2020;Doetinchem;4;6,9;0;0;0;0
16-6-2020;Doetinchem;3;5,2;0;0;0;0
30-6-2020;Doetinchem;2;3,4;0;0;0;0
14-7-2020;Doetinchem;0;0;0;0;0;0
28-7-2020;Doetinchem;1;1,7;0;0;0;0
11-8-2020;Doetinchem;7;12,1;0;0;0;0
10-3-2020;Dongen;3;11,4;0;0;0;0
25-3-2020;Dongen;8;30,5;4;15,3;0;0
7-4-2020;Dongen;35;133,5;10;38,1;8;30,5
21-4-2020;Dongen;16;61;4;15,3;2;7,6
5-5-2020;Dongen;12;45,8;0;0;1;3,8
19-5-2020;Dongen;1;3,8;0;0;2;7,6
2-6-2020;Dongen;5;19,1;0;0;0;0
16-6-2020;Dongen;2;7,6;0;0;0;0
30-6-2020;Dongen;1;3,8;0;0;0;0
14-7-2020;Dongen;0;0;0;0;0;0
28-7-2020;Dongen;3;11,4;0;0;0;0
11-8-2020;Dongen;5;19,1;0;0;0;0
10-3-2020;Dordrecht;0;0;1;0,8;0;0
25-3-2020;Dordrecht;26;21,8;20;16,8;1;0,8
7-4-2020;Dordrecht;77;64,6;38;31,9;7;5,9
21-4-2020;Dordrecht;120;100,6;16;13,4;11;9,2
5-5-2020;Dordrecht;46;38,6;4;3,4;6;5
19-5-2020;Dordrecht;129;108,1;2;1,7;9;7,5
2-6-2020;Dordrecht;86;72,1;1;0,8;19;15,9
16-6-2020;Dordrecht;47;39,4;0;0;8;6,7
30-6-2020;Dordrecht;9;7,5;1;0,8;1;0,8
14-7-2020;Dordrecht;7;5,9;0;0;0;0
28-7-2020;Dordrecht;25;21;0;0;0;0
11-8-2020;Dordrecht;61;51,1;1;0,8;0;0
10-3-2020;Drechterland;0;0;0;0;0;0
25-3-2020;Drechterland;4;20,3;2;10,1;0;0
7-4-2020;Drechterland;21;106,5;0;0;4;20,3
21-4-2020;Drechterland;16;81,1;2;10,1;4;20,3
5-5-2020;Drechterland;2;10,1;0;0;0;0
19-5-2020;Drechterland;0;0;0;0;0;0
2-6-2020;Drechterland;1;5,1;1;5,1;0;0
16-6-2020;Drechterland;0;0;0;0;0;0
30-6-2020;Drechterland;2;10,1;0;0;0;0
14-7-2020;Drechterland;0;0;0;0;0;0
28-7-2020;Drechterland;0;0;0;0;0;0
11-8-2020;Drechterland;0;0;0;0;0;0
10-3-2020;Drimmelen;4;14,7;1;3,7;0;0
25-3-2020;Drimmelen;16;58,7;9;33;0;0
7-4-2020;Drimmelen;15;55;4;14,7;3;11
21-4-2020;Drimmelen;19;69,7;2;7,3;1;3,7
5-5-2020;Drimmelen;8;29,3;0;0;3;11
19-5-2020;Drimmelen;3;11;0;0;0;0
2-6-2020;Drimmelen;1;3,7;0;0;0;0
16-6-2020;Drimmelen;1;3,7;0;0;0;0
30-6-2020;Drimmelen;0;0;0;0;0;0
14-7-2020;Drimmelen;2;7,3;0;0;0;0
28-7-2020;Drimmelen;1;3,7;0;0;0;0
11-8-2020;Drimmelen;7;25,7;0;0;0;0
10-3-2020;Dronten;0;0;0;0;0;0
25-3-2020;Dronten;11;26,5;6;14,4;1;2,4
7-4-2020;Dronten;26;62,6;12;28,9;3;7,2
21-4-2020;Dronten;54;129,9;6;14,4;7;16,8
