"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Schagen";441;"Schagen";46483;"09-12-2020";"22-12-2020";283;608,8;0;0;6;12,9
"Scherpenzeel";279;"Scherpenzeel";9880;"09-12-2020";"22-12-2020";178;1801,6;0;0;2;20,2
"Schiedam";606;"Schiedam";78730;"09-12-2020";"22-12-2020";385;489;4;5,1;2;2,5
"Schiermonnikoog";88;"Schiermonnikoog";947;"09-12-2020";"22-12-2020";1;105,6;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"09-12-2020";"22-12-2020";122;360,5;1;3;0;0
"Simpelveld";965;"Simpelveld";10555;"09-12-2020";"22-12-2020";106;1004,3;0;0;0;0
"Sint Anthonis";1702;"Sint Anthonis";11664;"09-12-2020";"22-12-2020";107;917,4;0;0;0;0
"Sint-Michielsgestel";845;"Sint-Michielsgestel";29208;"09-12-2020";"22-12-2020";292;999,7;2;6,8;0;0
"Sittard-Geleen";1883;"Sittard-Geleen";92429;"09-12-2020";"22-12-2020";698;755,2;5;5,4;2;2,2
"Sliedrecht";610;"Sliedrecht";25220;"09-12-2020";"22-12-2020";348;1379,9;0;0;2;7,9
"Sluis";1714;"Sluis";23210;"09-12-2020";"22-12-2020";207;891,9;2;8,6;3;12,9
"Smallingerland";90;"Smallingerland";56150;"09-12-2020";"22-12-2020";173;308,1;2;3,6;1;1,8
"Soest";342;"Soest";46606;"09-12-2020";"22-12-2020";424;909,8;3;6,4;1;2,1
"Someren";847;"Someren";19368;"09-12-2020";"22-12-2020";179;924,2;1;5,2;0;0
"Son en Breugel";848;"Son en Breugel";17322;"09-12-2020";"22-12-2020";94;542,7;2;11,5;1;5,8
"Stadskanaal";37;"Stadskanaal";31686;"09-12-2020";"22-12-2020";287;905,8;1;3,2;0;0
"Staphorst";180;"Staphorst";17145;"09-12-2020";"22-12-2020";235;1370,7;0;0;0;0
"Stede Broec";532;"Stede Broec";21726;"09-12-2020";"22-12-2020";269;1238,1;0;0;0;0
"Steenbergen";851;"Steenbergen";24416;"09-12-2020";"22-12-2020";102;417,8;0;0;1;4,1
"Steenwijkerland";1708;"Steenwijkerland";44126;"09-12-2020";"22-12-2020";272;616,4;0;0;1;2,3
"Stein";971;"Stein";25007;"09-12-2020";"22-12-2020";233;931,7;3;12;0;0
"Stichtse Vecht";1904;"Stichtse Vecht";64931;"09-12-2020";"22-12-2020";434;668,4;2;3,1;4;6,2
"S̼dwest-Frysl̢n";1900;"S̼dwest-Frysl̢n";89987;"09-12-2020";"22-12-2020";543;603,4;2;2,2;3;3,3
"Terneuzen";715;"Terneuzen";54426;"09-12-2020";"22-12-2020";414;760,7;0;0;3;5,5
"Terschelling";93;"Terschelling";4888;"09-12-2020";"22-12-2020";6;122,7;0;0;0;0
"Texel";448;"Texel";13575;"09-12-2020";"22-12-2020";57;419,9;0;0;0;0
"Teylingen";1525;"Teylingen";37440;"09-12-2020";"22-12-2020";433;1156,5;2;5,3;1;2,7
"Tholen";716;"Tholen";25757;"09-12-2020";"22-12-2020";145;563;1;3,9;2;7,8
"Tiel";281;"Tiel";42159;"09-12-2020";"22-12-2020";320;759;2;4,7;4;9,5
"Tilburg";855;"Tilburg";219789;"09-12-2020";"22-12-2020";1814;825,3;8;3,6;15;6,8
"Tubbergen";183;"Tubbergen";21275;"09-12-2020";"22-12-2020";165;775,6;1;4,7;0;0
"Twenterand";1700;"Twenterand";33743;"09-12-2020";"22-12-2020";539;1597,4;2;5,9;1;3
"Tynaarlo";1730;"Tynaarlo";33887;"09-12-2020";"22-12-2020";106;312,8;0;0;0;0
"Tytsjerksteradiel";737;"Tytsjerksteradiel";32052;"09-12-2020";"22-12-2020";100;312;0;0;0;0
"Uden";856;"Uden";42119;"09-12-2020";"22-12-2020";325;771,6;0;0;0;0
"Uitgeest";450;"Uitgeest";13666;"09-12-2020";"22-12-2020";154;1126,9;1;7,3;1;7,3
"Uithoorn";451;"Uithoorn";29478;"09-12-2020";"22-12-2020";156;529,2;0;0;0;0
"Urk";184;"Urk";21031;"09-12-2020";"22-12-2020";227;1079,4;0;0;0;0
"Utrecht";344;"Utrecht";357597;"09-12-2020";"22-12-2020";1954;546,4;9;2,5;10;2,8
"Utrechtse Heuvelrug";1581;"Utrechtse Heuvelrug";49580;"09-12-2020";"22-12-2020";567;1143,6;7;14,1;7;14,1
"Vaals";981;"Vaals";10105;"09-12-2020";"22-12-2020";37;366,2;2;19,8;1;9,9
"Valkenburg aan de Geul";994;"Valkenburg aan de Geul";16367;"09-12-2020";"22-12-2020";123;751,5;1;6,1;1;6,1
"Valkenswaard";858;"Valkenswaard";31193;"09-12-2020";"22-12-2020";322;1032,3;2;6,4;0;0
"Veendam";47;"Veendam";27384;"09-12-2020";"22-12-2020";173;631,8;0;0;0;0
"Veenendaal";345;"Veenendaal";66493;"09-12-2020";"22-12-2020";1202;1807,7;6;9;9;13,5
"Veere";717;"Veere";21880;"09-12-2020";"22-12-2020";150;685,6;0;0;0;0
"Veldhoven";861;"Veldhoven";45466;"09-12-2020";"22-12-2020";404;888,6;3;6,6;1;2,2
"Velsen";453;"Velsen";68648;"09-12-2020";"22-12-2020";526;766,2;3;4,4;6;8,7
"Venlo";983;"Venlo";101802;"09-12-2020";"22-12-2020";1141;1120,8;6;5,9;4;3,9
"Venray";984;"Venray";43614;"09-12-2020";"22-12-2020";693;1588,9;0;0;1;2,3
"Vijfheerenlanden";1961;"Vijfheerenlanden";56811;"09-12-2020";"22-12-2020";465;818,5;1;1,8;1;1,8
"Vlaardingen";622;"Vlaardingen";73397;"09-12-2020";"22-12-2020";377;513,6;5;6,8;2;2,7
"Vlieland";96;"Vlieland";1155;"09-12-2020";"22-12-2020";2;173,2;0;0;0;0
"Vlissingen";718;"Vlissingen";44360;"09-12-2020";"22-12-2020";139;313,3;1;2,3;0;0
"Voerendaal";986;"Voerendaal";12475;"09-12-2020";"22-12-2020";94;753,5;0;0;0;0
"Voorschoten";626;"Voorschoten";25596;"09-12-2020";"22-12-2020";166;648,5;0;0;1;3,9
"Voorst";285;"Voorst";24552;"09-12-2020";"22-12-2020";203;826,8;2;8,1;0;0
"Vught";865;"Vught";26558;"09-12-2020";"22-12-2020";338;1272,7;2;7,5;9;33,9
"Waadhoeke";1949;"Waadhoeke";46090;"09-12-2020";"22-12-2020";220;477,3;1;2,2;0;0
"Waalre";866;"Waalre";17456;"09-12-2020";"22-12-2020";124;710,4;0;0;0;0
"Waalwijk";867;"Waalwijk";48637;"09-12-2020";"22-12-2020";512;1052,7;2;4,1;2;4,1
"Waddinxveen";627;"Waddinxveen";29291;"09-12-2020";"22-12-2020";250;853,5;3;10,2;0;0
"Wageningen";289;"Wageningen";39664;"09-12-2020";"22-12-2020";256;645,4;0;0;1;2,5
"Wassenaar";629;"Wassenaar";26305;"09-12-2020";"22-12-2020";164;623,5;1;3,8;0;0
"Waterland";852;"Waterland";17424;"09-12-2020";"22-12-2020";162;929,8;3;17,2;0;0
"Weert";988;"Weert";50105;"09-12-2020";"22-12-2020";816;1628,6;0;0;3;6
"Weesp";457;"Weesp";19738;"09-12-2020";"22-12-2020";188;952,5;1;5,1;1;5,1
"West Betuwe";1960;"West Betuwe";51128;"09-12-2020";"22-12-2020";514;1005,3;3;5,9;1;2
"West Maas en Waal";668;"West Maas en Waal";19324;"09-12-2020";"22-12-2020";115;595,1;0;0;0;0
"Westerkwartier";1969;"Westerkwartier";63329;"09-12-2020";"22-12-2020";245;386,9;0;0;2;3,2
"Westerveld";1701;"Westerveld";19460;"09-12-2020";"22-12-2020";80;411,1;0;0;0;0
"Westervoort";293;"Westervoort";14971;"09-12-2020";"22-12-2020";115;768,2;1;6,7;1;6,7
"Westerwolde";1950;"Westerwolde";25733;"09-12-2020";"22-12-2020";195;757,8;0;0;0;0
"Westland";1783;"Westland";110375;"09-12-2020";"22-12-2020";1216;1101,7;2;1,8;3;2,7
"Weststellingwerf";98;"Weststellingwerf";25914;"09-12-2020";"22-12-2020";103;397,5;1;3,9;0;0
"Westvoorne";614;"Westvoorne";14731;"09-12-2020";"22-12-2020";61;414,1;1;6,8;0;0
"Wierden";189;"Wierden";24446;"09-12-2020";"22-12-2020";369;1509,4;0;0;1;4,1
"Wijchen";296;"Wijchen";41110;"09-12-2020";"22-12-2020";434;1055,7;1;2,4;6;14,6
"Wijdemeren";1696;"Wijdemeren";24358;"09-12-2020";"22-12-2020";131;537,8;2;8,2;1;4,1
"Wijk bij Duurstede";352;"Wijk bij Duurstede";23914;"09-12-2020";"22-12-2020";150;627,2;1;4,2;0;0
"Winterswijk";294;"Winterswijk";28854;"09-12-2020";"22-12-2020";143;495,6;0;0;0;0
"Woensdrecht";873;"Woensdrecht";21876;"09-12-2020";"22-12-2020";89;406,8;1;4,6;0;0
"Woerden";632;"Woerden";52299;"09-12-2020";"22-12-2020";446;852,8;2;3,8;0;0
"Wormerland";880;"Wormerland";16270;"09-12-2020";"22-12-2020";98;602,3;0;0;0;0
"Woudenberg";351;"Woudenberg";13362;"09-12-2020";"22-12-2020";238;1781,2;1;7,5;0;0
"Zaanstad";479;"Zaanstad";156794;"09-12-2020";"22-12-2020";1256;801,1;6;3,8;6;3,8
"Zaltbommel";297;"Zaltbommel";28881;"09-12-2020";"22-12-2020";446;1544,3;0;0;9;31,2
"Zandvoort";473;"Zandvoort";17116;"09-12-2020";"22-12-2020";140;817,9;0;0;2;11,7
"Zeewolde";50;"Zeewolde";22653;"09-12-2020";"22-12-2020";219;966,8;0;0;1;4,4
"Zeist";355;"Zeist";64905;"09-12-2020";"22-12-2020";537;827,4;1;1,5;0;0
"Zevenaar";299;"Zevenaar";43750;"09-12-2020";"22-12-2020";231;528;1;2,3;1;2,3
"Zoetermeer";637;"Zoetermeer";125285;"09-12-2020";"22-12-2020";1014;809,4;6;4,8;3;2,4
"Zoeterwoude";638;"Zoeterwoude";8605;"09-12-2020";"22-12-2020";59;685,6;1;11,6;0;0
"Zuidplas";1892;"Zuidplas";43885;"09-12-2020";"22-12-2020";342;779,3;1;2,3;1;2,3
"Zundert";879;"Zundert";21829;"09-12-2020";"22-12-2020";127;581,8;0;0;0;0
"Zutphen";301;"Zutphen";47934;"09-12-2020";"22-12-2020";244;509;3;6,3;2;4,2
"Zwartewaterland";1896;"Zwartewaterland";22685;"09-12-2020";"22-12-2020";118;520,2;1;4,4;0;0
"Zwijndrecht";642;"Zwijndrecht";44737;"09-12-2020";"22-12-2020";298;666,1;1;2,2;2;4,5
"Zwolle";193;"Zwolle";128840;"09-12-2020";"22-12-2020";653;506,8;1;0,8;1;0,8
