Gemeente;Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000;Gemeente
Rhenen;340;Rhenen;20119;28-10-2020;10-11-2020;102;507;1;5;0;0;Rhenen
Ridderkerk;597;Ridderkerk;46189;28-10-2020;10-11-2020;309;669;1;2,2;0;0;Ridderkerk
Rijssen-Holten;1742;Rijssen-Holten;38177;28-10-2020;10-11-2020;330;864,4;0;0;5;13,1;Rijssen-Holten
Rijswijk (ZH.);603;Rijswijk (ZH.);54450;28-10-2020;10-11-2020;272;499,5;3;5,5;12;22;Rijswijk (ZH.)
Roerdalen;1669;Roerdalen;20574;28-10-2020;10-11-2020;69;335,4;1;4,9;0;0;Roerdalen
Roermond;957;Roermond;58260;28-10-2020;10-11-2020;208;357;0;0;0;0;Roermond
Roosendaal;1674;Roosendaal;77251;28-10-2020;10-11-2020;664;859,5;3;3,9;4;5,2;Roosendaal
Rotterdam;599;Rotterdam;651157;28-10-2020;10-11-2020;5302;814,2;55;8,4;29;4,5;Rotterdam
Rozendaal;277;Rozendaal;1704;28-10-2020;10-11-2020;4;234,7;0;0;0;0;Rozendaal
Rucphen;840;Rucphen;22878;28-10-2020;10-11-2020;204;891,7;3;13,1;1;4,4;Rucphen
Schagen;441;Schagen;46483;28-10-2020;10-11-2020;228;490,5;2;4,3;3;6,5;Schagen
Scherpenzeel;279;Scherpenzeel;9880;28-10-2020;10-11-2020;45;455,5;0;0;0;0;Scherpenzeel
Schiedam;606;Schiedam;78730;28-10-2020;10-11-2020;681;865;12;15,2;4;5,1;Schiedam
Schiermonnikoog;88;Schiermonnikoog;947;28-10-2020;10-11-2020;2;211,2;0;0;0;0;Schiermonnikoog
Schouwen-Duiveland;1676;Schouwen-Duiveland;33839;28-10-2020;10-11-2020;95;280,7;0;0;1;3;Schouwen-Duiveland
's-Gravenhage (gemeente);518;'s-Gravenhage (gemeente);545838;28-10-2020;10-11-2020;3153;577,6;55;10,1;12;2,2;'s-Gravenhage (gemeente)
's-Hertogenbosch;796;'s-Hertogenbosch;155111;28-10-2020;10-11-2020;938;604,7;4;2,6;6;3,9;'s-Hertogenbosch
Simpelveld;965;Simpelveld;10555;28-10-2020;10-11-2020;31;293,7;0;0;0;0;Simpelveld
Sint Anthonis;1702;Sint Anthonis;11664;28-10-2020;10-11-2020;46;394,4;0;0;0;0;Sint Anthonis
Sint-Michielsgestel;845;Sint-Michielsgestel;29208;28-10-2020;10-11-2020;160;547,8;0;0;1;3,4;Sint-Michielsgestel
Sittard-Geleen;1883;Sittard-Geleen;92429;28-10-2020;10-11-2020;248;268,3;1;1,1;1;1,1;Sittard-Geleen
Sliedrecht;610;Sliedrecht;25220;28-10-2020;10-11-2020;194;769,2;0;0;2;7,9;Sliedrecht
Sluis;1714;Sluis;23210;28-10-2020;10-11-2020;135;581,6;3;12,9;0;0;Sluis
Smallingerland;90;Smallingerland;56150;28-10-2020;10-11-2020;84;149,6;0;0;1;1,8;Smallingerland
Soest;342;Soest;46606;28-10-2020;10-11-2020;229;491,4;3;6,4;12;25,7;Soest
Someren;847;Someren;19368;28-10-2020;10-11-2020;108;557,6;0;0;0;0;Someren
Son en Breugel;848;Son en Breugel;17322;28-10-2020;10-11-2020;86;496,5;1;5,8;2;11,5;Son en Breugel
Stadskanaal;37;Stadskanaal;31686;28-10-2020;10-11-2020;144;454,5;2;6,3;5;15,8;Stadskanaal
Staphorst;180;Staphorst;17145;28-10-2020;10-11-2020;65;379,1;0;0;0;0;Staphorst
Stede Broec;532;Stede Broec;21726;28-10-2020;10-11-2020;92;423,5;1;4,6;0;0;Stede Broec
Steenbergen;851;Steenbergen;24416;28-10-2020;10-11-2020;163;667,6;0;0;0;0;Steenbergen
Steenwijkerland;1708;Steenwijkerland;44126;28-10-2020;10-11-2020;89;201,7;0;0;1;2,3;Steenwijkerland
Stein (L.);971;Stein (L.);25007;28-10-2020;10-11-2020;66;263,9;1;4;1;4;Stein (L.)
Stichtse Vecht;1904;Stichtse Vecht;64931;28-10-2020;10-11-2020;359;552,9;5;7,7;0;0;Stichtse Vecht
Sudwest-Fryslan;1900;Sudwest-Fryslan;89987;28-10-2020;10-11-2020;298;331,2;2;2,2;4;4,4;Sudwest-Fryslan
Terneuzen;715;Terneuzen;54426;28-10-2020;10-11-2020;217;398,7;3;5,5;0;0;Terneuzen
Terschelling;93;Terschelling;4888;28-10-2020;10-11-2020;8;163,7;0;0;0;0;Terschelling
Texel;448;Texel;13575;28-10-2020;10-11-2020;21;154,7;0;0;0;0;Texel
Teylingen;1525;Teylingen;37440;28-10-2020;10-11-2020;217;579,6;0;0;0;0;Teylingen
Tholen;716;Tholen;25757;28-10-2020;10-11-2020;162;629;2;7,8;0;0;Tholen
Tiel;281;Tiel;42159;28-10-2020;10-11-2020;331;785,1;5;11,9;2;4,7;Tiel
Tilburg;855;Tilburg;219789;28-10-2020;10-11-2020;1419;645,6;8;3,6;8;3,6;Tilburg
Tubbergen;183;Tubbergen;21275;28-10-2020;10-11-2020;190;893,1;0;0;2;9,4;Tubbergen
Twenterand;1700;Twenterand;33743;28-10-2020;10-11-2020;280;829,8;1;3;0;0;Twenterand
Tynaarlo;1730;Tynaarlo;33887;28-10-2020;10-11-2020;61;180;0;0;4;11,8;Tynaarlo
Tytsjerksteradiel;737;Tytsjerksteradiel;32052;28-10-2020;10-11-2020;43;134,2;0;0;0;0;Tytsjerksteradiel
Uden;856;Uden;42119;28-10-2020;10-11-2020;163;387;1;2,4;1;2,4;Uden
Uitgeest;450;Uitgeest;13666;28-10-2020;10-11-2020;63;461;0;0;1;7,3;Uitgeest
Uithoorn;451;Uithoorn;29478;28-10-2020;10-11-2020;155;525,8;1;3,4;1;3,4;Uithoorn
Urk;184;Urk;21031;28-10-2020;10-11-2020;176;836,9;2;9,5;1;4,8;Urk
Utrecht (gemeente);344;Utrecht (gemeente);357597;28-10-2020;10-11-2020;2169;606,5;16;4,5;10;2,8;Utrecht (gemeente)
Utrechtse Heuvelrug;1581;Utrechtse Heuvelrug;49580;28-10-2020;10-11-2020;203;409,4;0;0;1;2;Utrechtse Heuvelrug
Vaals;981;Vaals;10105;28-10-2020;10-11-2020;19;188;0;0;0;0;Vaals
Valkenburg aan de Geul;994;Valkenburg aan de Geul;16367;28-10-2020;10-11-2020;36;220;1;6,1;0;0;Valkenburg aan de Geul
Valkenswaard;858;Valkenswaard;31193;28-10-2020;10-11-2020;158;506,5;0;0;3;9,6;Valkenswaard
Veendam;47;Veendam;27384;28-10-2020;10-11-2020;31;113,2;0;0;0;0;Veendam
Veenendaal;345;Veenendaal;66493;28-10-2020;10-11-2020;444;667,7;6;9;1;1,5;Veenendaal
Veere;717;Veere;21880;28-10-2020;10-11-2020;24;109,7;0;0;0;0;Veere
Veldhoven;861;Veldhoven;45466;28-10-2020;10-11-2020;286;629;2;4,4;2;4,4;Veldhoven
Velsen;453;Velsen;68648;28-10-2020;10-11-2020;318;463,2;2;2,9;3;4,4;Velsen
Venlo;983;Venlo;101802;28-10-2020;10-11-2020;486;477,4;3;2,9;4;3,9;Venlo
Venray;984;Venray;43614;28-10-2020;10-11-2020;243;557,2;1;2,3;3;6,9;Venray
Vijfheerenlanden;1961;Vijfheerenlanden;56811;28-10-2020;10-11-2020;375;660,1;0;0;0;0;Vijfheerenlanden
Vlaardingen;622;Vlaardingen;73397;28-10-2020;10-11-2020;601;818,8;4;5,4;4;5,4;Vlaardingen
Vlieland;96;Vlieland;1155;28-10-2020;10-11-2020;2;173,2;0;0;0;0;Vlieland
Vlissingen;718;Vlissingen;44360;28-10-2020;10-11-2020;108;243,5;1;2,3;0;0;Vlissingen
Voerendaal;986;Voerendaal;12475;28-10-2020;10-11-2020;50;400,8;1;8;0;0;Voerendaal
Voorschoten;626;Voorschoten;25596;28-10-2020;10-11-2020;113;441,5;0;0;1;3,9;Voorschoten
Voorst;285;Voorst;24552;28-10-2020;10-11-2020;79;321,8;0;0;0;0;Voorst
Vught;865;Vught;26558;28-10-2020;10-11-2020;166;625;1;3,8;2;7,5;Vught
Waadhoeke;1949;Waadhoeke;46090;28-10-2020;10-11-2020;64;138,9;0;0;0;0;Waadhoeke
Waalre;866;Waalre;17456;28-10-2020;10-11-2020;111;635,9;0;0;1;5,7;Waalre
Waalwijk;867;Waalwijk;48637;28-10-2020;10-11-2020;400;822,4;1;2,1;4;8,2;Waalwijk
Waddinxveen;627;Waddinxveen;29291;28-10-2020;10-11-2020;182;621,4;5;17,1;0;0;Waddinxveen
Wageningen;289;Wageningen;39664;28-10-2020;10-11-2020;144;363;2;5;1;2,5;Wageningen
Wassenaar;629;Wassenaar;26305;28-10-2020;10-11-2020;86;326,9;1;3,8;0;0;Wassenaar
Waterland;852;Waterland;17424;28-10-2020;10-11-2020;96;551;2;11,5;2;11,5;Waterland
Weert;988;Weert;50105;28-10-2020;10-11-2020;319;636,7;1;2;3;6;Weert
Weesp;457;Weesp;19738;28-10-2020;10-11-2020;144;729,6;1;5,1;1;5,1;Weesp
West Betuwe;1960;West Betuwe;51128;28-10-2020;10-11-2020;314;614,1;4;7,8;2;3,9;West Betuwe
West Maas en Waal;668;West Maas en Waal;19324;28-10-2020;10-11-2020;88;455,4;1;5,2;1;5,2;West Maas en Waal
Westerkwartier;1969;Westerkwartier;63329;28-10-2020;10-11-2020;73;115,3;1;1,6;3;4,7;Westerkwartier
Westerveld;1701;Westerveld;19460;28-10-2020;10-11-2020;47;241,5;0;0;1;5,1;Westerveld
Westervoort;293;Westervoort;14971;28-10-2020;10-11-2020;67;447,5;0;0;1;6,7;Westervoort
Westerwolde;1950;Westerwolde;25733;28-10-2020;10-11-2020;35;136;0;0;1;3,9;Westerwolde
Westland;1783;Westland;110375;28-10-2020;10-11-2020;705;638,7;4;3,6;5;4,5;Westland
Weststellingwerf;98;Weststellingwerf;25914;28-10-2020;10-11-2020;66;254,7;0;0;1;3,9;Weststellingwerf
Westvoorne;614;Westvoorne;14731;28-10-2020;10-11-2020;62;420,9;0;0;0;0;Westvoorne
Wierden;189;Wierden;24446;28-10-2020;10-11-2020;237;969,5;1;4,1;1;4,1;Wierden
Wijchen;296;Wijchen;41110;28-10-2020;10-11-2020;210;510,8;2;4,9;1;2,4;Wijchen
Wijdemeren;1696;Wijdemeren;24358;28-10-2020;10-11-2020;98;402,3;2;8,2;3;12,3;Wijdemeren
Wijk bij Duurstede;352;Wijk bij Duurstede;23914;28-10-2020;10-11-2020;114;476,7;0;0;2;8,4;Wijk bij Duurstede
Winterswijk;294;Winterswijk;28854;28-10-2020;10-11-2020;162;561,4;0;0;1;3,5;Winterswijk
Woensdrecht;873;Woensdrecht;21876;28-10-2020;10-11-2020;144;658,3;0;0;4;18,3;Woensdrecht
Woerden;632;Woerden;52299;28-10-2020;10-11-2020;277;529,6;0;0;1;1,9;Woerden
Wormerland;880;Wormerland;16270;28-10-2020;10-11-2020;95;583,9;1;6,1;0;0;Wormerland
Woudenberg;351;Woudenberg;13362;28-10-2020;10-11-2020;74;553,8;1;7,5;1;7,5;Woudenberg
Zaanstad;479;Zaanstad;156794;28-10-2020;10-11-2020;1101;702,2;13;8,3;9;5,7;Zaanstad
Zaltbommel;297;Zaltbommel;28881;28-10-2020;10-11-2020;211;730,6;1;3,5;0;0;Zaltbommel
Zandvoort;473;Zandvoort;17116;28-10-2020;10-11-2020;53;309,7;0;0;0;0;Zandvoort
Zeewolde;50;Zeewolde;22653;28-10-2020;10-11-2020;57;251,6;0;0;0;0;Zeewolde
Zeist;355;Zeist;64905;28-10-2020;10-11-2020;257;396;2;3,1;3;4,6;Zeist
Zevenaar;299;Zevenaar;43750;28-10-2020;10-11-2020;194;443,4;1;2,3;1;2,3;Zevenaar
Zoetermeer;637;Zoetermeer;125285;28-10-2020;10-11-2020;638;509,2;3;2,4;0;0;Zoetermeer
Zoeterwoude;638;Zoeterwoude;8605;28-10-2020;10-11-2020;39;453,2;0;0;0;0;Zoeterwoude
Zuidplas;1892;Zuidplas;43885;28-10-2020;10-11-2020;263;599,3;4;9,1;0;0;Zuidplas
Zundert;879;Zundert;21829;28-10-2020;10-11-2020;117;536;2;9,2;0;0;Zundert
Zutphen;301;Zutphen;47934;28-10-2020;10-11-2020;245;511,1;1;2,1;1;2,1;Zutphen
Zwartewaterland;1896;Zwartewaterland;22685;28-10-2020;10-11-2020;105;462,9;0;0;0;0;Zwartewaterland
Zwijndrecht;642;Zwijndrecht;44737;28-10-2020;10-11-2020;386;862,8;1;2,2;9;20,1;Zwijndrecht
Zwolle;193;Zwolle;128840;28-10-2020;10-11-2020;453;351,6;1;0,8;3;2,3;Zwolle
